fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,3,36,TELANGANA,690,BHADRADRI KOTHAGUDEM,IGNOAPS,11761,1606,3806,305,6044,11354,9421,2024-07-30
2023-2024,3,36,TELANGANA,698,VIKARABAD,IGNOAPS,13832,3333,1333,1304,7862,13176,13525,2024-07-30
2023-2024,3,37,LADAKH,6,KARGIL,IGNOAPS,4392,0,4392,0,0,0,0,2024-07-30
2023-2024,3,5,UTTARAKHAND,46,BAGESHWAR,IGNOAPS,8181,2962,9,4925,285,4312,3069,2024-07-30
2023-2024,3,5,UTTARAKHAND,49,DEHRADUN,IGNOAPS,27037,1815,7370,16810,1042,13637,5847,2024-07-30
2023-2024,3,5,UTTARAKHAND,52,PAURI GARHWAL,IGNOAPS,15771,3495,39,12191,46,6559,1958,2024-07-30
2023-2024,3,5,UTTARAKHAND,55,TEHRI GARWAL,IGNOAPS,21166,3439,4,17667,56,5654,2897,2024-07-30
2023-2024,3,5,UTTARAKHAND,56,UDAM SINGH NAGAR,IGNOAPS,21226,3112,2717,11101,4296,8816,15218,2024-07-30
2023-2024,3,5,UTTARAKHAND,57,UTTAR KASHI,IGNOAPS,8891,1900,46,6627,318,2623,6077,2024-07-30
2023-2024,3,6,HARYANA,60,FARIDABAD,IGNOAPS,10808,1020,0,6805,2983,9100,7216,2024-07-30
2023-2024,3,6,HARYANA,66,KAITHAL,IGNOAPS,17689,5596,0,7216,4877,11724,10255,2024-07-30
2023-2024,3,6,HARYANA,76,YAMUNANAGAR,IGNOAPS,17293,3524,0,9129,4640,11634,8677,2024-07-30
2023-2024,3,7,DELHI,78,EAST,IGNOAPS,10230,0,0,10230,0,10227,4032,2024-07-30
2023-2024,3,7,DELHI,83,SOUTH,IGNOAPS,10489,1,0,10488,0,10476,2368,2024-07-30
2023-2024,3,8,RAJASTHAN,114,SIKAR,IGNOAPS,12751,3599,504,2564,6084,11014,11383,2024-07-30
2023-2024,3,8,RAJASTHAN,116,TONK,IGNOAPS,15337,3805,1786,2841,6905,14034,14801,2024-07-30
2023-2024,3,8,RAJASTHAN,86,AJMER,IGNOAPS,15353,3385,801,2924,8243,12338,12842,2024-07-30
2023-2024,3,9,UTTAR PRADESH,118,AGRA,IGNOAPS,76055,24612,218,15470,35643,45394,32179,2024-07-30
2023-2024,3,9,UTTAR PRADESH,119,ALIGARH,IGNOAPS,86187,28003,72,15176,42594,51392,43042,2024-07-30
2023-2024,3,9,UTTAR PRADESH,120,PRAYAGRAJ,IGNOAPS,193342,47017,483,56296,89441,111370,96524,2024-07-30
2023-2024,3,9,UTTAR PRADESH,125,BAHRAICH,IGNOAPS,114136,16279,258,26056,71497,66962,57632,2024-07-30
2023-2024,3,9,UTTAR PRADESH,139,ETAWAH,IGNOAPS,79619,23982,63,11711,43762,54056,39542,2024-07-30
2023-2024,3,9,UTTAR PRADESH,146,GHAZIPUR,IGNOAPS,127054,37738,926,14178,74175,80511,67764,2024-07-30
2023-2024,3,9,UTTAR PRADESH,152,JAUNPUR,IGNOAPS,181519,48629,173,33628,98901,114474,99494,2024-07-30
2023-2024,3,9,UTTAR PRADESH,155,KANNAUJ,IGNOAPS,84702,18816,26,18316,47286,48240,40369,2024-07-30
2023-2024,3,9,UTTAR PRADESH,157,KANPUR NAGAR,IGNOAPS,122337,40198,100,35004,47033,72098,52121,2024-07-30
2023-2024,2,20,JHARKHAND,323,CHATRA,IGNOAPS,30113,7635,516,6923,15039,29831,23243,2024-07-30
2023-2024,2,20,JHARKHAND,329,GIRIDIH,IGNOAPS,59405,7136,3919,16183,32167,58092,30240,2024-07-30
2023-2024,2,20,JHARKHAND,332,HAZARIBAG,IGNOAPS,42750,6489,343,29663,6255,41954,31647,2024-07-30
2023-2024,2,20,JHARKHAND,338,PALAMU,IGNOAPS,77562,21819,5786,17253,32704,75000,17905,2024-07-30
2023-2024,2,20,JHARKHAND,607,RAMGARH,IGNOAPS,20175,2220,4508,1727,11720,20079,19951,2024-07-30
2023-2024,2,21,ODISHA,348,BHADRAK,IGNOAPS,46652,6029,403,30504,9716,46400,36552,2024-07-30
2023-2024,2,21,ODISHA,354,GANJAM,IGNOAPS,94939,12228,1711,57574,23426,92231,38797,2024-07-30
2023-2024,2,21,ODISHA,360,KENDRAPARA,IGNOAPS,63342,9529,174,34580,19059,63172,34586,2024-07-30
2023-2024,2,21,ODISHA,366,NABARANGAPUR,IGNOAPS,50630,7221,18456,18193,6760,49318,14147,2024-07-30
2023-2024,2,21,ODISHA,370,RAYAGADA,IGNOAPS,48211,5468,22759,15529,4455,45470,15768,2024-07-30
2023-2024,2,21,ODISHA,371,SAMBALPUR,IGNOAPS,31479,4975,8930,12586,4988,31328,25283,2024-07-30
2023-2024,2,21,ODISHA,373,SUNDARGARH,IGNOAPS,57487,4559,25519,23623,3786,55442,42936,2024-07-30
2023-2024,2,22,CHHATTISGARH,380,JASHPUR,IGNOAPS,24642,1838,13691,4147,4966,21699,11570,2024-07-30
2023-2024,2,22,CHHATTISGARH,385,MAHASAMUND,IGNOAPS,34758,4857,8701,5432,15768,33748,12776,2024-07-30
2023-2024,2,22,CHHATTISGARH,386,RAIGARH,IGNOAPS,36631,3884,9072,11086,12589,35552,10414,2024-07-30
2023-2024,2,22,CHHATTISGARH,648,SURAJPUR,IGNOAPS,16738,1056,5382,5128,5172,15921,5680,2024-07-30
2023-2024,2,22,CHHATTISGARH,761,MOHLA MANPUR AMBAGARH CHOUKI,IGNOAPS,5145,338,2393,1105,1309,5029,1937,2024-07-30
2023-2024,2,23,MADHYA PRADESH,398,CHHATARPUR,IGNOAPS,61475,20285,4547,6879,29764,45669,25868,2024-07-30
2023-2024,2,23,MADHYA PRADESH,405,KHANDWA,IGNOAPS,52343,9550,19072,5269,18452,19331,17438,2024-07-30
2023-2024,2,23,MADHYA PRADESH,406,GUNA,IGNOAPS,50776,11156,10234,3248,26138,36068,20648,2024-07-30
2023-2024,2,23,MADHYA PRADESH,408,HARDA,IGNOAPS,15524,3901,5096,1118,5409,6683,6788,2024-07-30
2023-2024,2,23,MADHYA PRADESH,411,JABALPUR,IGNOAPS,67972,11406,15963,7437,33166,25316,21658,2024-07-30
2023-2024,2,23,MADHYA PRADESH,416,MANDSAUR,IGNOAPS,53784,14421,1419,9212,28732,38195,21642,2024-07-30
2023-2024,2,23,MADHYA PRADESH,418,NARSINGHPUR,IGNOAPS,70294,15773,10263,7219,37039,31627,25113,2024-07-30
2023-2024,2,23,MADHYA PRADESH,424,REWA,IGNOAPS,131761,27111,23592,33857,47201,91422,47222,2024-07-30
2023-2024,2,23,MADHYA PRADESH,430,SHAJAPUR,IGNOAPS,43210,15907,1830,5352,20121,31516,18412,2024-07-30
2023-2024,2,23,MADHYA PRADESH,433,SIDHI,IGNOAPS,62365,8393,17511,12907,23554,44655,25374,2024-07-30
2023-2024,2,24,GUJARAT,444,DANG,IGNOAPS,8712,37,7550,1034,91,8606,4270,2024-07-30
2023-2024,2,24,GUJARAT,449,KACHCHH,IGNOAPS,16062,2175,136,8057,5664,15174,8586,2024-07-30
2023-2024,2,24,GUJARAT,458,SABAR KANTHA,IGNOAPS,25886,3293,7316,8860,6403,23982,16428,2024-07-30
2023-2024,2,24,GUJARAT,673,MORBI,IGNOAPS,10126,938,32,4531,4587,9749,4947,2024-07-30
2023-2024,2,24,GUJARAT,674,DEVBHUMI DWARKA,IGNOAPS,5662,746,102,2921,1893,5429,4166,2024-07-30
2023-2024,2,27,MAHARASHTRA,482,MUMBAI,IGNOAPS,158,15,0,128,15,156,65,2024-07-30
2023-2024,2,27,MAHARASHTRA,488,OSMANABAD,IGNOAPS,48393,7282,354,35748,5009,45761,6125,2024-07-30
2023-2024,2,27,MAHARASHTRA,492,RATNAGIRI,IGNOAPS,7505,371,43,3061,3784,7416,2967,2024-07-30
2023-2024,2,27,MAHARASHTRA,499,WASHIM,IGNOAPS,14345,1241,281,11930,893,13430,1752,2024-07-30
2023-2024,2,28,ANDHRA PRADESH,504,CUDDAPAH,IGNOAPS,81994,10474,2020,43254,26246,57480,54553,2024-07-30
2023-2024,2,28,ANDHRA PRADESH,519,SRIKAKULAM,IGNOAPS,124260,6660,5190,29879,82531,90749,83894,2024-07-30
2023-2024,2,28,ANDHRA PRADESH,748,Eluru,IGNOAPS,25636,3461,197,11603,10375,25636,25609,2024-07-30
2023-2024,2,28,ANDHRA PRADESH,749,NTR,IGNOAPS,17883,485,1078,9173,7147,17883,17848,2024-07-30
2023-2024,2,29,KARNATAKA,529,BIDAR,IGNOAPS,21828,2458,806,5987,12577,19992,16671,2024-07-30
2023-2024,2,29,KARNATAKA,532,CHIKMAGALUR,IGNOAPS,15000,1703,365,3125,9807,14504,10872,2024-07-30
2023-2024,2,29,KARNATAKA,543,KOPPAL,IGNOAPS,25359,1538,1531,4329,17961,24556,18601,2024-07-30
2023-2024,2,3,PUNJAB,30,FATEHGARH SAHIB,IGNOAPS,2420,581,0,1730,109,1674,2420,2024-07-30
2023-2024,2,3,PUNJAB,33,HOSHIARPUR,IGNOAPS,4488,459,0,4029,0,2366,4460,2024-07-30
2023-2024,2,3,PUNJAB,34,JALANDHAR,IGNOAPS,2207,14,0,2193,0,972,1747,2024-07-30
2023-2024,2,3,PUNJAB,38,MOGA,IGNOAPS,3393,12,0,3379,2,1923,3222,2024-07-30
2023-2024,2,3,PUNJAB,605,BARNALA,IGNOAPS,3557,80,0,3460,17,1698,3526,2024-07-30
2023-2024,2,3,PUNJAB,608,SAS NAGAR,IGNOAPS,2014,6,0,2005,3,712,1985,2024-07-30
2023-2024,2,3,PUNJAB,609,TARAN TARAN,IGNOAPS,2199,25,1,2172,1,1182,1815,2024-07-30
2023-2024,2,32,KERALA,564,PATHANAMTHITTA,IGNOAPS,20261,2123,152,17986,0,19863,11758,2024-07-30
2023-2024,2,32,KERALA,565,THIRUVANANTHAPURAM,IGNOAPS,84632,5931,492,78209,0,82538,53959,2024-07-30
2023-2024,2,33,TAMIL NADU,573,ERODE,IGNOAPS,53449,14004,885,12832,25728,46378,50532,2024-07-30
2023-2024,2,33,TAMIL NADU,577,KRISHNAGIRI,IGNOAPS,18104,1848,215,309,15732,8196,16159,2024-07-30
2023-2024,2,33,TAMIL NADU,579,NAGAPATTINAM,IGNOAPS,34691,14214,1,466,20010,24475,26669,2024-07-30
2023-2024,2,33,TAMIL NADU,582,PUDUKKOTTAI,IGNOAPS,21239,3947,0,6994,10298,14245,20180,2024-07-30
2023-2024,2,33,TAMIL NADU,583,RAMANATHAPURAM,IGNOAPS,37750,7681,1,1395,28673,26222,19151,2024-07-30
2023-2024,2,33,TAMIL NADU,585,SIVAGANGAI,IGNOAPS,27254,4170,0,7510,15574,23188,26624,2024-07-30
2023-2024,2,33,TAMIL NADU,586,THANJAVUR,IGNOAPS,26599,5973,10,11620,8996,24499,24098,2024-07-30
2023-2024,2,33,TAMIL NADU,590,THIRUVARUR,IGNOAPS,21061,8671,0,2155,10235,15642,12969,2024-07-30
2023-2024,2,33,TAMIL NADU,593,TIRUVANNAMALAI,IGNOAPS,47624,9370,865,18504,18885,41902,42018,2024-07-30
2023-2024,2,33,TAMIL NADU,595,VELLORE,IGNOAPS,138993,30186,3117,30354,75336,64276,134635,2024-07-30
2023-2024,2,33,TAMIL NADU,610,ARIYALUR,IGNOAPS,15468,4649,204,4363,6252,14485,11956,2024-07-30
2023-2024,2,33,TAMIL NADU,634,TIRUPPUR,IGNOAPS,33783,12189,78,4713,16803,26032,32730,2024-07-30
2023-2024,2,36,TELANGANA,522,WARANGAL,IGNOAPS,22173,4019,2272,1047,14835,19438,20186,2024-07-30
2023-2024,2,36,TELANGANA,684,MANCHERIAL,IGNOAPS,16330,3883,1435,757,10255,14154,13556,2024-07-30
2023-2024,2,36,TELANGANA,687,JAYASHANKAR BHOOPALPALLI,IGNOAPS,6669,1395,347,416,4511,5485,5892,2024-07-30
2023-2024,2,36,TELANGANA,695,JOGULAMBA GADWAL,IGNOAPS,11407,2531,191,578,8107,9529,8706,2024-07-30
2023-2024,2,36,TELANGANA,696,SURYAPET,IGNOAPS,23235,4579,2965,1394,14297,21943,17734,2024-07-30
2023-2024,2,36,TELANGANA,698,VIKARABAD,IGNOAPS,13832,3333,1333,1304,7862,13176,13525,2024-07-30
2023-2024,2,36,TELANGANA,699,KOMARAM BHEEM ASIFABAD,IGNOAPS,8306,1480,2430,369,4027,6844,7383,2024-07-30
2023-2024,2,36,TELANGANA,720,MULUGU,IGNOAPS,3435,553,897,186,1799,2815,2782,2024-07-30
2023-2024,2,5,UTTARAKHAND,49,DEHRADUN,IGNOAPS,27037,1815,7370,16810,1042,13637,5847,2024-07-30
2023-2024,2,5,UTTARAKHAND,52,PAURI GARHWAL,IGNOAPS,15771,3495,39,12191,46,6559,1958,2024-07-30
2023-2024,2,5,UTTARAKHAND,53,PITHORAGARH,IGNOAPS,8365,2862,79,5269,155,3712,1513,2024-07-30
2023-2024,2,5,UTTARAKHAND,57,UTTAR KASHI,IGNOAPS,8891,1900,46,6627,318,2623,6077,2024-07-30
2023-2024,2,6,HARYANA,59,BHIWANI,IGNOAPS,13492,4223,0,6434,2835,8868,7437,2024-07-30
2023-2024,2,6,HARYANA,63,HISAR,IGNOAPS,19794,5683,0,10429,3682,14120,11754,2024-07-30
2023-2024,2,6,HARYANA,66,KAITHAL,IGNOAPS,17689,5596,0,7216,4877,11724,10255,2024-07-30
2023-2024,2,6,HARYANA,67,KARNAL,IGNOAPS,17768,3620,0,10488,3660,12678,10546,2024-07-30
2023-2024,2,6,HARYANA,69,MAHINDERGARH,IGNOAPS,14560,2443,0,6492,5625,9106,7928,2024-07-30
2023-2024,2,6,HARYANA,701,CHARKI DADRI,IGNOAPS,5447,1491,0,2810,1146,3799,3604,2024-07-30
2023-2024,2,7,DELHI,77,CENTRAL,IGNOAPS,7188,0,0,7188,0,7174,454,2024-07-30
2023-2024,2,7,DELHI,80,NORTH,IGNOAPS,6963,0,0,6963,0,6958,1209,2024-07-30
2023-2024,2,8,RAJASTHAN,105,JHALAWAR,IGNOAPS,20631,5570,2761,1874,10426,19031,18949,2024-07-30
2023-2024,2,8,RAJASTHAN,109,KOTA,IGNOAPS,18193,4529,1145,5408,7111,15815,15913,2024-07-30
2023-2024,2,8,RAJASTHAN,112,RAJSAMAND,IGNOAPS,18363,3033,3775,2315,9240,14672,15237,2024-07-30
2023-2024,2,8,RAJASTHAN,86,AJMER,IGNOAPS,15353,3385,801,2924,8243,12338,12842,2024-07-30
2023-2024,2,8,RAJASTHAN,89,BARAN,IGNOAPS,24802,6821,5855,2038,10088,20034,19032,2024-07-30
2023-2024,2,8,RAJASTHAN,97,DAUSA,IGNOAPS,19282,5370,4435,2301,7176,17035,18187,2024-07-30
2023-2024,2,9,UTTAR PRADESH,122,AURAIYA,IGNOAPS,55835,20479,12,10750,24591,24930,20618,2024-07-30
2023-2024,2,9,UTTAR PRADESH,124,BAGHPAT,IGNOAPS,47716,6430,26,7891,33326,19406,14291,2024-07-30
2023-2024,2,9,UTTAR PRADESH,139,ETAWAH,IGNOAPS,79619,23982,63,11711,43762,54056,39542,2024-07-30
2023-2024,2,9,UTTAR PRADESH,142,FATEHPUR,IGNOAPS,76639,24788,56,14101,37677,53241,45446,2024-07-30
2023-2024,2,9,UTTAR PRADESH,150,HARDOI,IGNOAPS,176073,51052,66,64305,60598,97787,79771,2024-07-30
2023-2024,2,9,UTTAR PRADESH,151,JALAUN,IGNOAPS,88745,33153,24,18160,37300,58738,44538,2024-07-30
2023-2024,2,9,UTTAR PRADESH,154,JYOTIBA PHOOLE NAGAR,IGNOAPS,59173,18758,24,15661,24583,24284,15601,2024-07-30
2023-2024,2,9,UTTAR PRADESH,161,LALITPUR,IGNOAPS,57016,12910,2824,7176,34106,34376,30691,2024-07-30
2023-2024,2,9,UTTAR PRADESH,166,MAINPURI,IGNOAPS,120497,24852,17,14221,81392,75312,65745,2024-07-30
2023-2024,2,9,UTTAR PRADESH,170,MIRZAPUR,IGNOAPS,200507,54068,2360,28429,115624,83785,66721,2024-07-30
2023-2024,2,9,UTTAR PRADESH,177,SAHARANPUR,IGNOAPS,121608,39203,45,24102,57290,73237,57300,2024-07-30
2023-2024,2,9,UTTAR PRADESH,187,VARANASI,IGNOAPS,148892,21645,1704,56022,69407,64285,44941,2024-07-30
2023-2024,4,2,HIMACHAL PRADESH,24,SIRMAUR,IGNOAPS,4767,1611,75,2595,486,1520,0,2024-07-30
2023-2024,4,2,HIMACHAL PRADESH,25,SOLAN,IGNOAPS,5056,2103,207,2534,212,1329,0,2024-07-30
2023-2024,4,20,JHARKHAND,337,PAKUR,IGNOAPS,18468,481,6268,3536,8183,18347,16403,2024-07-30
2023-2024,4,20,JHARKHAND,340,SAHEBGANJ,IGNOAPS,33569,2216,9125,9777,12451,32956,13152,2024-07-30
2023-2024,4,21,ODISHA,344,ANGUL,IGNOAPS,31975,4195,2736,10480,14564,31951,25117,2024-07-30
2023-2024,4,21,ODISHA,347,BARGARH,IGNOAPS,51714,5741,5518,28399,12056,51555,25842,2024-07-30
2023-2024,4,21,ODISHA,351,DEOGARH,IGNOAPS,10115,926,1288,6014,1887,10115,4975,2024-07-30
2023-2024,4,21,ODISHA,354,GANJAM,IGNOAPS,92460,11574,1603,57546,21737,89700,35464,2024-07-30
2023-2024,4,21,ODISHA,366,NABARANGAPUR,IGNOAPS,49678,7066,17934,18164,6514,48347,13111,2024-07-30
2023-2024,4,21,ODISHA,367,NAYAGARH,IGNOAPS,36251,2145,943,24147,9015,35496,25087,2024-07-30
2023-2024,4,21,ODISHA,368,NUAPADA,IGNOAPS,39121,2739,5596,20620,10166,38223,20175,2024-07-30
2023-2024,4,21,ODISHA,371,SAMBALPUR,IGNOAPS,30723,4836,8628,12652,4607,30573,24487,2024-07-30
2023-2024,4,22,CHHATTISGARH,378,DURG,IGNOAPS,30831,1373,893,18844,9721,28758,17603,2024-07-30
2023-2024,4,22,CHHATTISGARH,389,SURGUJA,IGNOAPS,29029,1356,6480,18208,2985,27707,5954,2024-07-30
2023-2024,4,22,CHHATTISGARH,645,GARIYABAND,IGNOAPS,23641,1716,5594,7485,8846,22413,18585,2024-07-30
2023-2024,4,22,CHHATTISGARH,648,SURAJPUR,IGNOAPS,17221,1079,5549,5287,5306,15928,5756,2024-07-30
2023-2024,4,23,MADHYA PRADESH,396,BHOPAL,IGNOAPS,37096,7621,1703,12446,15326,11936,7756,2024-07-30
2023-2024,4,23,MADHYA PRADESH,397,BURHANPUR,IGNOAPS,28774,3073,6164,3963,15574,13930,8001,2024-07-30
2023-2024,4,23,MADHYA PRADESH,401,DATIA,IGNOAPS,22467,8940,614,1821,11092,16076,9955,2024-07-30
2023-2024,4,23,MADHYA PRADESH,407,GWALIOR,IGNOAPS,20318,6930,1950,1585,9853,13409,8557,2024-07-30
2023-2024,4,23,MADHYA PRADESH,418,NARSINGHPUR,IGNOAPS,70294,15773,10263,7219,37039,31627,25113,2024-07-30
2023-2024,4,23,MADHYA PRADESH,423,RATLAM,IGNOAPS,55698,11120,22077,6686,15815,38161,20905,2024-07-30
2023-2024,4,23,MADHYA PRADESH,424,REWA,IGNOAPS,131761,27111,23592,33857,47201,91422,47222,2024-07-30
2023-2024,4,23,MADHYA PRADESH,429,SHAHDOL,IGNOAPS,44456,4542,21526,5924,12464,30891,19119,2024-07-30
2023-2024,4,23,MADHYA PRADESH,437,VIDISHA,IGNOAPS,62749,17218,4431,8727,32373,31120,22635,2024-07-30
2023-2024,4,24,GUJARAT,445,DAHOD,IGNOAPS,73193,1377,54532,4113,13170,68379,39386,2024-07-30
2023-2024,4,24,GUJARAT,457,RAJKOT,IGNOAPS,29047,3532,1029,12879,11577,28874,25292,2024-07-30
2023-2024,4,24,GUJARAT,460,SURENDRANAGAR,IGNOAPS,40568,7028,1140,10079,22262,39559,33454,2024-07-30
2023-2024,4,24,GUJARAT,676,BOTAD,IGNOAPS,6589,891,66,557,5075,6434,4351,2024-07-30
2023-2024,4,27,MAHARASHTRA,467,AKOLA,IGNOAPS,19558,16,0,19538,4,18077,1,2024-07-30
2023-2024,4,27,MAHARASHTRA,470,BEED,IGNOAPS,21620,725,14,20129,752,17226,111,2024-07-30
2023-2024,4,27,MAHARASHTRA,473,CHANDRAPUR,IGNOAPS,48604,1227,1208,43489,2680,44322,16499,2024-07-30
2023-2024,4,27,MAHARASHTRA,478,JALGAON,IGNOAPS,84322,2097,1246,75834,5145,77939,17868,2024-07-30
2023-2024,4,27,MAHARASHTRA,485,NANDED,IGNOAPS,27758,2005,129,25165,459,25628,2407,2024-07-30
2023-2024,4,27,MAHARASHTRA,497,THANE,IGNOAPS,3399,469,523,1646,761,3156,198,2024-07-30
2023-2024,4,28,ANDHRA PRADESH,503,CHITTOOR,IGNOAPS,126539,18795,4419,61510,41815,87121,80156,2024-07-30
2023-2024,4,28,ANDHRA PRADESH,515,SPSR NELLORE,IGNOAPS,53926,10739,6006,21260,15921,33094,33894,2024-07-30
2023-2024,4,29,KARNATAKA,525,BENGALURU URBAN,IGNOAPS,5794,850,44,2312,2588,4600,1853,2024-07-30
2023-2024,4,29,KARNATAKA,527,BELGAUM,IGNOAPS,71444,5356,2298,11500,52290,64165,40037,2024-07-30
2023-2024,4,29,KARNATAKA,535,DAVANAGERE,IGNOAPS,14765,1092,1002,3094,9577,13996,11167,2024-07-30
2023-2024,4,29,KARNATAKA,538,GULBARGA,IGNOAPS,23881,2970,154,2762,17995,21900,16025,2024-07-30
2023-2024,4,29,KARNATAKA,539,HASSAN,IGNOAPS,55895,5255,469,11377,38794,53609,39923,2024-07-30
2023-2024,4,29,KARNATAKA,541,KODAGU,IGNOAPS,9678,674,267,2623,6114,8950,5832,2024-07-30
2023-2024,4,3,PUNJAB,31,FIROZEPUR,IGNOAPS,9021,998,12,7949,62,4065,8349,2024-07-30
2023-2024,4,3,PUNJAB,33,HOSHIARPUR,IGNOAPS,4488,459,0,4029,0,2366,4460,2024-07-30
2023-2024,4,3,PUNJAB,36,LUDHIANA,IGNOAPS,7527,202,0,7308,17,3941,6817,2024-07-30
2023-2024,4,3,PUNJAB,38,MOGA,IGNOAPS,3393,12,0,3379,2,1923,3222,2024-07-30
2023-2024,4,3,PUNJAB,43,SANGRUR,IGNOAPS,11185,156,2,10984,43,5838,10358,2024-07-30
2023-2024,4,3,PUNJAB,608,SAS NAGAR,IGNOAPS,2014,6,0,2005,3,712,1985,2024-07-30
2023-2024,4,32,KERALA,555,ERNAKULAM,IGNOAPS,48778,2550,347,45881,0,14275,11054,2024-07-30
2023-2024,4,32,KERALA,567,WAYANAD,IGNOAPS,22296,45,22,22229,0,8589,3737,2024-07-30
2023-2024,4,33,TAMIL NADU,574,KANCHEEPURAM,IGNOAPS,49131,14478,463,26857,7333,28572,47039,2024-07-30
2023-2024,4,33,TAMIL NADU,575,KANYAKUMARI,IGNOAPS,25855,808,133,1375,23539,22574,24705,2024-07-30
2023-2024,4,33,TAMIL NADU,579,NAGAPATTINAM,IGNOAPS,35432,14607,0,424,20401,24145,27538,2024-07-30
2023-2024,4,33,TAMIL NADU,592,TIRUNELVELI,IGNOAPS,28725,6487,26,7510,14702,25175,27518,2024-07-30
2023-2024,4,35,ANDAMAN AND NICOBAR,602,SOUTH ANDAMANS,IGNOAPS,1067,0,0,1067,0,874,1054,2024-07-30
2023-2024,4,36,TELANGANA,516,NIZAMABAD,IGNOAPS,26918,4619,2144,2114,18041,21541,26515,2024-07-30
2023-2024,4,36,TELANGANA,518,RANGAREDDI,IGNOAPS,22194,4025,1056,2285,14828,21501,19096,2024-07-30
2023-2024,4,36,TELANGANA,522,WARANGAL,IGNOAPS,22173,4019,2272,1047,14835,19438,20186,2024-07-30
2023-2024,4,36,TELANGANA,681,JAGITIAL,IGNOAPS,9491,1899,282,314,6996,8792,8530,2024-07-30
2023-2024,4,36,TELANGANA,684,MANCHERIAL,IGNOAPS,16330,3883,1435,757,10255,14154,13556,2024-07-30
2023-2024,4,36,TELANGANA,700,MEDCHAL,IGNOAPS,13295,1767,295,1576,9657,12998,11917,2024-07-30
2023-2024,4,38,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,465,DADRA AND NAGAR HAVELI,IGNOAPS,9646,529,8683,5,429,34,2,2024-07-30
2023-2024,4,5,UTTARAKHAND,46,BAGESHWAR,IGNOAPS,8181,2962,9,4925,285,4312,3069,2024-07-30
2023-2024,4,6,HARYANA,60,FARIDABAD,IGNOAPS,10665,969,0,6713,2983,8957,7076,2024-07-30
2023-2024,4,6,HARYANA,66,KAITHAL,IGNOAPS,16463,5163,0,6424,4876,10498,9061,2024-07-30
2023-2024,4,6,HARYANA,69,MAHINDERGARH,IGNOAPS,14059,2307,0,6131,5621,8605,7431,2024-07-30
2023-2024,4,6,HARYANA,72,REWARI,IGNOAPS,8778,1929,0,3277,3572,5854,4159,2024-07-30
2023-2024,4,6,HARYANA,75,SONIPAT,IGNOAPS,22074,2832,0,15665,3577,13339,6564,2024-07-30
2023-2024,4,7,DELHI,77,CENTRAL,IGNOAPS,7229,0,0,7229,0,7218,455,2024-07-30
2023-2024,4,7,DELHI,78,EAST,IGNOAPS,10321,0,0,10321,0,10319,4072,2024-07-30
2023-2024,4,7,DELHI,79,NEW DELHI,IGNOAPS,1706,0,0,1706,0,1705,484,2024-07-30
2023-2024,4,8,RAJASTHAN,104,JALORE,IGNOAPS,26850,7692,3905,3301,11952,24600,25588,2024-07-30
2023-2024,4,8,RAJASTHAN,106,JHUNJHUNU,IGNOAPS,8658,2570,194,1567,4327,7033,7543,2024-07-30
2023-2024,4,8,RAJASTHAN,116,TONK,IGNOAPS,15107,3750,1764,2813,6780,13804,14571,2024-07-30
2023-2024,4,8,RAJASTHAN,87,ALWAR,IGNOAPS,24080,6204,2118,5150,10608,19841,21402,2024-07-30
2023-2024,4,8,RAJASTHAN,93,BIKANER,IGNOAPS,24879,6400,84,7658,10737,21001,22539,2024-07-30
2023-2024,4,8,RAJASTHAN,98,DHOLPUR,IGNOAPS,10101,2271,432,3064,4334,8529,8633,2024-07-30
2023-2024,4,8,RAJASTHAN,99,DUNGARPUR,IGNOAPS,58623,2760,47118,2363,6382,46978,51023,2024-07-30
2023-2024,4,9,UTTAR PRADESH,132,BIJNOR,IGNOAPS,69623,24565,112,13121,31784,42418,30978,2024-07-30
2023-2024,4,9,UTTAR PRADESH,133,BUDAUN,IGNOAPS,100214,20990,66,16559,62435,62113,45930,2024-07-30
2023-2024,4,9,UTTAR PRADESH,135,CHANDAULI,IGNOAPS,111314,36288,117,15612,59169,73788,62576,2024-07-30
2023-2024,4,9,UTTAR PRADESH,141,FARRUKHABAD,IGNOAPS,64075,12295,44,12821,38840,42487,28344,2024-07-30
2023-2024,4,9,UTTAR PRADESH,158,KAUSHAMBI,IGNOAPS,90294,44047,40,13932,32272,60210,48409,2024-07-30
2023-2024,4,9,UTTAR PRADESH,164,MAHARAJGANJ,IGNOAPS,134947,28023,399,17978,86921,91652,64373,2024-07-30
2023-2024,4,9,UTTAR PRADESH,166,MAINPURI,IGNOAPS,120497,24852,17,14221,81392,75312,65745,2024-07-30
2023-2024,4,9,UTTAR PRADESH,167,MATHURA,IGNOAPS,87899,25002,199,20904,41749,49268,39764,2024-07-30
2023-2024,4,9,UTTAR PRADESH,168,MAU,IGNOAPS,101565,27070,1003,11352,62115,41487,35483,2024-07-30
2023-2024,4,9,UTTAR PRADESH,178,SANT KABEER NAGAR,IGNOAPS,94958,28335,39,19192,47365,53225,47290,2024-07-30
