fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,12,10,BIHAR,205,MADHEPURA,IGNOAPS,65276,6807,678,55616,2175,49363,54047,2024-07-30
2023-2024,12,10,BIHAR,212,PATNA,IGNOAPS,278410,52481,1789,160443,63697,144249,148544,2024-07-30
2023-2024,12,11,SIKKIM,227,SOUTH DISTRICT,IGNOAPS,4377,194,1297,1368,1518,0,2754,2024-07-30
2023-2024,12,12,ARUNACHAL PRADESH,229,CHANGLANG,IGNOAPS,2469,0,2469,0,0,1761,2268,2024-07-30
2023-2024,12,12,ARUNACHAL PRADESH,230,UPPER DIBANG VALLEY,IGNOAPS,242,0,242,0,0,160,0,2024-07-30
2023-2024,12,12,ARUNACHAL PRADESH,235,LOWER DIBANG VALLEY,IGNOAPS,1470,0,1470,0,0,1130,167,2024-07-30
2023-2024,12,12,ARUNACHAL PRADESH,243,WEST SIANG,IGNOAPS,3627,0,3627,0,0,1656,99,2024-07-30
2023-2024,12,13,NAGALAND,250,WOKHA,IGNOAPS,5839,16,5823,0,0,0,0,2024-07-30
2023-2024,12,13,NAGALAND,251,ZUNHEBOTO,IGNOAPS,6105,0,6105,0,0,1155,0,2024-07-30
2023-2024,12,14,MANIPUR,252,BISHNUPUR,IGNOAPS,5692,573,26,4869,224,4307,3,2024-07-30
2023-2024,12,14,MANIPUR,257,SENAPATI,IGNOAPS,8014,0,7505,508,1,3754,1,2024-07-30
2023-2024,12,15,MIZORAM,261,AIZAWL,IGNOAPS,8419,2,8287,123,7,6917,6018,2024-07-30
2023-2024,12,15,MIZORAM,263,KOLASIB,IGNOAPS,1349,3,1287,59,0,1258,997,2024-07-30
2023-2024,12,15,MIZORAM,728,KHAWZAWL,IGNOAPS,741,2,738,1,0,579,679,2024-07-30
2023-2024,12,16,TRIPURA,270,NORTH TRIPURA,IGNOAPS,11611,1865,3546,4291,1909,7640,4,2024-07-30
2023-2024,12,16,TRIPURA,272,WEST TRIPURA,IGNOAPS,22513,2850,7993,8766,2904,12960,169,2024-07-30
2023-2024,12,16,TRIPURA,653,SEPAHIJALA,IGNOAPS,16633,1352,4333,9177,1771,12672,2220,2024-07-30
2023-2024,12,16,TRIPURA,654,GOMATI,IGNOAPS,16674,2543,7075,5483,1573,11969,42,2024-07-30
2023-2024,12,17,MEGHALAYA,274,EAST KHASI HILLS,IGNOAPS,8279,69,7827,350,33,4019,1616,2024-07-30
2023-2024,12,17,MEGHALAYA,275,WEST JAINTIA HILLS,IGNOAPS,5001,8,4437,548,8,2511,137,2024-07-30
2023-2024,12,17,MEGHALAYA,658,SOUTH WEST KHASI HILLS,IGNOAPS,2919,52,2798,65,4,1939,611,2024-07-30
2023-2024,12,18,ASSAM,286,DIBRUGARH,IGNOAPS,22429,225,439,19980,1785,13691,16777,2024-07-30
2023-2024,12,18,ASSAM,287,GOALPARA,IGNOAPS,22322,506,2779,18329,708,16896,16698,2024-07-30
2023-2024,12,18,ASSAM,289,HAILAKANDI,IGNOAPS,15359,1502,123,12374,1360,11213,12518,2024-07-30
2023-2024,12,18,ASSAM,291,KAMRUP,IGNOAPS,43763,2150,2943,36529,2141,32056,22407,2024-07-30
2023-2024,12,18,ASSAM,292,KARBI ANGLONG,IGNOAPS,15525,965,9857,1835,2868,9152,7656,2024-07-30
2023-2024,12,18,ASSAM,293,KARIMGANJ,IGNOAPS,11985,430,55,11184,316,11857,8591,2024-07-30
2023-2024,12,18,ASSAM,298,NALBARI,IGNOAPS,25416,492,86,24640,198,18317,19718,2024-07-30
2023-2024,12,18,ASSAM,301,SONITPUR,IGNOAPS,21724,462,667,19045,1550,13588,12876,2024-07-30
2023-2024,12,18,ASSAM,617,UDALGURI,IGNOAPS,17809,2816,7270,4469,3254,13568,11307,2024-07-30
2023-2024,12,19,WEST BENGAL,313,HOWRAH,IGNOAPS,32450,6668,114,25453,214,31505,29825,2024-07-30
2023-2024,12,19,WEST BENGAL,319,MURSHIDABAD,IGNOAPS,135095,15412,1368,114555,3054,129660,124114,2024-07-30
2023-2024,12,2,HIMACHAL PRADESH,17,HAMIRPUR,IGNOAPS,7993,2766,138,3792,1297,3861,0,2024-07-30
2023-2024,12,2,HIMACHAL PRADESH,20,KULLU,IGNOAPS,4546,1783,54,2621,88,1609,0,2024-07-30
2023-2024,12,2,HIMACHAL PRADESH,24,SIRMAUR,IGNOAPS,4767,1611,75,2595,486,1520,0,2024-07-30
2023-2024,12,20,JHARKHAND,326,DUMKA,IGNOAPS,43166,3310,14824,5477,19555,42627,8188,2024-07-30
2023-2024,12,20,JHARKHAND,329,GIRIDIH,IGNOAPS,59410,7148,3923,16181,32158,58095,30152,2024-07-30
2023-2024,12,20,JHARKHAND,331,GUMLA,IGNOAPS,26586,1242,17189,2635,5520,25844,19289,2024-07-30
2023-2024,12,20,JHARKHAND,332,HAZARIBAG,IGNOAPS,42688,6483,342,29622,6241,41903,30852,2024-07-30
2023-2024,12,20,JHARKHAND,337,PAKUR,IGNOAPS,18450,480,6251,3535,8184,18337,16686,2024-07-30
2023-2024,12,20,JHARKHAND,338,PALAMU,IGNOAPS,77711,21863,5793,17294,32761,75149,17900,2024-07-30
2023-2024,12,20,JHARKHAND,343,WEST SINGHBHUM,IGNOAPS,26969,1304,16596,1143,7926,26098,24621,2024-07-30
2023-2024,12,21,ODISHA,346,BALESHWAR,IGNOAPS,73922,5042,1709,58765,8406,73655,28426,2024-07-30
2023-2024,12,21,ODISHA,350,CUTTACK,IGNOAPS,76983,8297,780,48176,19730,71908,32998,2024-07-30
2023-2024,12,21,ODISHA,356,JAJPUR,IGNOAPS,61087,7055,853,40022,13157,60947,22375,2024-07-30
2023-2024,12,21,ODISHA,364,MALKANGIRI,IGNOAPS,29238,5148,11967,11848,275,29223,10619,2024-07-30
2023-2024,12,21,ODISHA,370,RAYAGADA,IGNOAPS,48178,5467,22721,15521,4469,45428,15690,2024-07-30
2023-2024,12,22,CHHATTISGARH,374,BASTAR,IGNOAPS,19714,1009,9981,6586,2138,18910,8971,2024-07-30
2023-2024,12,22,CHHATTISGARH,377,DHAMTARI,IGNOAPS,17620,441,2087,11059,4033,15616,1787,2024-07-30
2023-2024,12,22,CHHATTISGARH,380,JASHPUR,IGNOAPS,24647,1840,13693,4148,4966,21697,10683,2024-07-30
2023-2024,12,22,CHHATTISGARH,389,SURGUJA,IGNOAPS,29994,1478,6837,18278,3401,28664,6006,2024-07-30
2023-2024,12,22,CHHATTISGARH,643,KONDAGAON,IGNOAPS,16193,718,10719,1841,2915,15908,5389,2024-07-30
2023-2024,12,22,CHHATTISGARH,646,BALOD,IGNOAPS,14948,1113,3296,2584,7955,14431,1973,2024-07-30
2023-2024,12,22,CHHATTISGARH,648,SURAJPUR,IGNOAPS,17240,1075,5547,5304,5314,15952,5745,2024-07-30
2023-2024,12,22,CHHATTISGARH,649,BALRAMPUR,IGNOAPS,18273,522,7167,8049,2535,16638,12622,2024-07-30
2023-2024,12,22,CHHATTISGARH,763,SARANGARH BILAIGARH,IGNOAPS,34371,8051,3527,6195,16598,33226,13479,2024-07-30
2023-2024,12,23,MADHYA PRADESH,391,ASHOKNAGAR,IGNOAPS,28059,8597,3603,2781,13078,11334,11717,2024-07-30
2023-2024,12,23,MADHYA PRADESH,396,BHOPAL,IGNOAPS,37096,7621,1703,12446,15326,11936,7756,2024-07-30
2023-2024,12,23,MADHYA PRADESH,398,CHHATARPUR,IGNOAPS,61475,20285,4547,6879,29764,45669,25868,2024-07-30
2023-2024,12,23,MADHYA PRADESH,404,DINDORI,IGNOAPS,53747,3322,34053,919,15453,23275,14784,2024-07-30
2023-2024,12,23,MADHYA PRADESH,408,HARDA,IGNOAPS,15524,3901,5096,1118,5409,6683,6788,2024-07-30
2023-2024,12,23,MADHYA PRADESH,410,INDORE,IGNOAPS,26191,8276,4745,3435,9735,20366,9140,2024-07-30
2023-2024,12,23,MADHYA PRADESH,413,KATNI,IGNOAPS,54789,8475,15319,5992,25003,25888,25248,2024-07-30
2023-2024,12,23,MADHYA PRADESH,419,NEEMUCH,IGNOAPS,24174,5202,2771,3120,13081,9595,7998,2024-07-30
2023-2024,12,23,MADHYA PRADESH,420,PANNA,IGNOAPS,76041,18600,11190,14934,31317,50962,34549,2024-07-30
2023-2024,12,23,MADHYA PRADESH,424,REWA,IGNOAPS,131761,27111,23592,33857,47201,91422,47222,2024-07-30
2023-2024,12,23,MADHYA PRADESH,428,SEONI,IGNOAPS,53052,5962,20684,4400,22006,27338,20680,2024-07-30
2023-2024,12,23,MADHYA PRADESH,431,SHEOPUR,IGNOAPS,17349,3715,5222,1109,7303,7254,7626,2024-07-30
2023-2024,12,23,MADHYA PRADESH,436,UMARIA,IGNOAPS,38798,3634,18171,4955,12038,16531,16729,2024-07-30
2023-2024,12,24,GUJARAT,439,AMRELI,IGNOAPS,24765,3387,258,5846,15272,24216,12965,2024-07-30
2023-2024,12,24,GUJARAT,442,BHARUCH,IGNOAPS,29635,2331,15806,8253,3221,28585,11687,2024-07-30
2023-2024,12,24,GUJARAT,447,JAMNAGAR,IGNOAPS,23626,2151,140,11609,9689,22671,10296,2024-07-30
2023-2024,12,24,GUJARAT,448,JUNAGADH,IGNOAPS,20955,3241,351,8682,8677,18280,18430,2024-07-30
2023-2024,12,24,GUJARAT,453,NAVSARI,IGNOAPS,14889,491,9807,3468,1123,14332,4654,2024-07-30
2023-2024,12,24,GUJARAT,458,SABAR KANTHA,IGNOAPS,25911,3293,7331,8877,6396,23991,16416,2024-07-30
2023-2024,12,24,GUJARAT,461,VADODARA,IGNOAPS,32921,1515,2081,27502,1776,32108,10672,2024-07-30
2023-2024,12,24,GUJARAT,669,MAHISAGAR,IGNOAPS,40215,1553,11800,18264,8588,35457,9967,2024-07-30
2023-2024,12,27,MAHARASHTRA,466,AHMEDNAGAR,IGNOAPS,37076,1641,614,33716,1105,32350,26704,2024-07-30
2023-2024,12,27,MAHARASHTRA,468,AMRAVATI,IGNOAPS,60093,2772,4654,51579,1088,37189,6664,2024-07-30
2023-2024,12,27,MAHARASHTRA,479,JALNA,IGNOAPS,38359,810,159,36396,994,34934,20803,2024-07-30
2023-2024,12,27,MAHARASHTRA,480,KOLHAPUR,IGNOAPS,21382,1534,97,18345,1406,18273,6427,2024-07-30
2023-2024,12,27,MAHARASHTRA,482,MUMBAI,IGNOAPS,158,15,0,128,15,156,65,2024-07-30
2023-2024,12,27,MAHARASHTRA,483,BANDRA(MSD),IGNOAPS,272,23,2,221,26,260,176,2024-07-30
2023-2024,12,27,MAHARASHTRA,489,PARBHANI,IGNOAPS,37205,1127,135,35526,417,32120,2490,2024-07-30
2023-2024,12,27,MAHARASHTRA,497,THANE,IGNOAPS,3396,468,523,1644,761,3152,196,2024-07-30
2023-2024,12,28,ANDHRA PRADESH,519,SRIKAKULAM,IGNOAPS,124256,6660,5190,29875,82531,90738,83871,2024-07-30
2023-2024,12,28,ANDHRA PRADESH,521,VIZIANAGARAM,IGNOAPS,62201,5454,6892,6809,43046,48575,51544,2024-07-30
2023-2024,12,28,ANDHRA PRADESH,747,Konaseema,IGNOAPS,21195,3604,459,5425,11707,21195,21137,2024-07-30
2023-2024,12,29,KARNATAKA,533,CHITRADURGA,IGNOAPS,19236,2122,1554,962,14598,18376,14025,2024-07-30
2023-2024,12,29,KARNATAKA,538,GULBARGA,IGNOAPS,23687,2948,154,2759,17826,21765,16025,2024-07-30
2023-2024,12,29,KARNATAKA,540,HAVERI,IGNOAPS,17637,1063,890,3918,11766,16680,13585,2024-07-30
2023-2024,12,29,KARNATAKA,541,KODAGU,IGNOAPS,8135,631,257,1759,5488,7723,5832,2024-07-30
2023-2024,12,29,KARNATAKA,545,MYSORE,IGNOAPS,44380,4770,2557,14834,22219,39825,26972,2024-07-30
2023-2024,12,29,KARNATAKA,547,SHIMOGA,IGNOAPS,15611,1380,311,2889,11031,14646,10861,2024-07-30
2023-2024,12,29,KARNATAKA,548,TUMKUR,IGNOAPS,41855,3386,1522,17186,19761,41027,35497,2024-07-30
2023-2024,12,29,KARNATAKA,631,RAMANAGARA,IGNOAPS,33767,2916,304,10417,20130,32466,27230,2024-07-30
2023-2024,12,29,KARNATAKA,635,YADGIR,IGNOAPS,683,60,45,48,530,669,7,2024-07-30
2023-2024,12,3,PUNJAB,28,BATHINDA,IGNOAPS,4689,1092,0,3590,7,3037,3631,2024-07-30
2023-2024,12,3,PUNJAB,30,FATEHGARH SAHIB,IGNOAPS,2420,581,0,1730,109,1674,2420,2024-07-30
2023-2024,12,3,PUNJAB,36,LUDHIANA,IGNOAPS,7527,202,0,7308,17,3941,6817,2024-07-30
2023-2024,12,3,PUNJAB,41,PATIALA,IGNOAPS,10166,553,4,9090,519,5854,7008,2024-07-30
2023-2024,12,3,PUNJAB,43,SANGRUR,IGNOAPS,11185,156,2,10984,43,5838,10358,2024-07-30
2023-2024,12,3,PUNJAB,651,FAZILKA,IGNOAPS,3798,206,0,3582,10,1791,2945,2024-07-30
2023-2024,12,32,KERALA,555,ERNAKULAM,IGNOAPS,45252,2994,198,42060,0,44542,33996,2024-07-30
2023-2024,12,32,KERALA,557,KANNUR,IGNOAPS,31304,542,221,30541,0,30948,25627,2024-07-30
2023-2024,12,32,KERALA,565,THIRUVANANTHAPURAM,IGNOAPS,84632,5931,492,78209,0,82538,53959,2024-07-30
2023-2024,12,33,TAMIL NADU,570,CUDDALORE,IGNOAPS,63505,19195,166,2068,42076,51297,23840,2024-07-30
2023-2024,12,33,TAMIL NADU,571,DHARMAPURI,IGNOAPS,34389,5571,1110,14644,13064,31118,26837,2024-07-30
2023-2024,12,33,TAMIL NADU,572,DINDIGUL,IGNOAPS,24982,5318,25,725,18914,15825,21534,2024-07-30
2023-2024,12,33,TAMIL NADU,573,ERODE,IGNOAPS,53449,14004,885,12832,25728,46378,50532,2024-07-30
2023-2024,12,33,TAMIL NADU,583,RAMANATHAPURAM,IGNOAPS,37750,7681,1,1395,28673,26222,19151,2024-07-30
2023-2024,12,33,TAMIL NADU,584,SALEM,IGNOAPS,67036,17250,1889,16157,31740,60424,41925,2024-07-30
